,activity
6606,WALKING_UPSTAIRS
6607,WALKING_UPSTAIRS
6608,WALKING_UPSTAIRS
6609,WALKING_UPSTAIRS
6610,WALKING_UPSTAIRS
6611,WALKING_UPSTAIRS
6612,WALKING_UPSTAIRS
6613,WALKING_UPSTAIRS
6614,WALKING_UPSTAIRS
6615,WALKING_UPSTAIRS
6616,WALKING_UPSTAIRS
6617,WALKING_UPSTAIRS
6618,WALKING_UPSTAIRS
6619,WALKING_UPSTAIRS
6620,WALKING_UPSTAIRS
6621,WALKING_UPSTAIRS
6622,WALKING_UPSTAIRS
6623,WALKING_UPSTAIRS
6624,WALKING_UPSTAIRS
6625,STANDING
6626,STANDING
6627,STANDING
6628,STANDING
6629,STANDING
6630,STANDING
6631,STANDING
6632,STANDING
6633,STANDING
6634,STANDING
6635,STANDING
6636,STANDING
6637,STANDING
6638,STANDING
6639,STANDING
6640,STANDING
6641,STANDING
6642,STANDING
6643,STANDING
6644,STANDING
6645,STANDING
6646,STANDING
6647,STANDING
6648,STANDING
6649,STANDING
6650,STANDING
6651,STANDING
6652,STANDING
6653,STANDING
6654,STANDING
6655,STANDING
6656,SITTING
6657,SITTING
6658,SITTING
6659,SITTING
6660,SITTING
6661,SITTING
6662,SITTING
6663,SITTING
6664,SITTING
6665,SITTING
6666,SITTING
6667,SITTING
6668,SITTING
6669,SITTING
6670,SITTING
6671,SITTING
6672,SITTING
6673,SITTING
6674,SITTING
6675,SITTING
6676,SITTING
6677,SITTING
6678,SITTING
6679,SITTING
6680,SITTING
6681,SITTING
6682,SITTING
6683,SITTING
6684,LAYING
6685,LAYING
6686,LAYING
6687,LAYING
6688,LAYING
6689,LAYING
6690,LAYING
6691,LAYING
6692,LAYING
6693,LAYING
6694,LAYING
6695,LAYING
6696,LAYING
6697,LAYING
6698,LAYING
6699,LAYING
6700,LAYING
6701,LAYING
6702,LAYING
6703,LAYING
6704,LAYING
6705,LAYING
6706,LAYING
6707,LAYING
6708,LAYING
6709,LAYING
6710,LAYING
6711,LAYING
6712,LAYING
6713,LAYING
6714,LAYING
6715,LAYING
6716,LAYING
6717,LAYING
6718,LAYING
6719,LAYING
6720,LAYING
6721,LAYING
6722,LAYING
6723,LAYING
6724,WALKING
6725,WALKING
6726,WALKING
6727,WALKING
6728,WALKING
6729,WALKING
6730,WALKING
6731,WALKING
6732,WALKING
6733,WALKING
6734,WALKING
6735,WALKING
6736,WALKING
6737,WALKING
6738,WALKING
6739,WALKING
6740,WALKING
6741,WALKING
6742,WALKING
6743,WALKING
6744,WALKING
6745,WALKING
6746,WALKING
6747,WALKING
6748,WALKING
6749,WALKING
6750,WALKING_DOWNSTAIRS
6751,WALKING_DOWNSTAIRS
6752,WALKING_DOWNSTAIRS
6753,WALKING_DOWNSTAIRS
6754,WALKING_DOWNSTAIRS
6755,WALKING_DOWNSTAIRS
6756,WALKING_DOWNSTAIRS
6757,WALKING_DOWNSTAIRS
6758,WALKING_DOWNSTAIRS
6759,WALKING_DOWNSTAIRS
6760,WALKING_DOWNSTAIRS
6761,WALKING_DOWNSTAIRS
6762,WALKING_DOWNSTAIRS
6763,WALKING_DOWNSTAIRS
6764,WALKING_DOWNSTAIRS
6765,WALKING_DOWNSTAIRS
6766,WALKING_DOWNSTAIRS
6767,WALKING_DOWNSTAIRS
6768,WALKING_DOWNSTAIRS
6769,WALKING_DOWNSTAIRS
6770,WALKING_DOWNSTAIRS
6771,WALKING_DOWNSTAIRS
6772,WALKING_DOWNSTAIRS
6773,WALKING_DOWNSTAIRS
6774,WALKING_UPSTAIRS
6775,WALKING_UPSTAIRS
6776,WALKING_UPSTAIRS
6777,WALKING_UPSTAIRS
6778,WALKING_UPSTAIRS
6779,WALKING_UPSTAIRS
6780,WALKING_UPSTAIRS
6781,WALKING_UPSTAIRS
6782,WALKING_UPSTAIRS
6783,WALKING_UPSTAIRS
6784,WALKING_UPSTAIRS
6785,WALKING_UPSTAIRS
6786,WALKING_UPSTAIRS
6787,WALKING_UPSTAIRS
6788,WALKING_UPSTAIRS
6789,WALKING_UPSTAIRS
6790,WALKING_UPSTAIRS
6791,WALKING_UPSTAIRS
6792,WALKING_UPSTAIRS
6793,WALKING_UPSTAIRS
6794,WALKING_UPSTAIRS
6795,WALKING_UPSTAIRS
6796,WALKING_UPSTAIRS
6797,WALKING_UPSTAIRS
6798,WALKING_UPSTAIRS
6799,STANDING
6800,STANDING
6801,STANDING
6802,STANDING
6803,STANDING
6804,STANDING
6805,STANDING
6806,STANDING
6807,STANDING
6808,STANDING
6809,STANDING
6810,STANDING
6811,STANDING
6812,STANDING
6813,STANDING
6814,STANDING
6815,STANDING
6816,STANDING
6817,STANDING
6818,STANDING
6819,STANDING
6820,STANDING
6821,STANDING
6822,STANDING
6823,STANDING
6824,STANDING
6825,STANDING
6826,STANDING
6827,STANDING
6828,STANDING
6829,STANDING
6830,STANDING
6831,STANDING
6832,STANDING
6833,SITTING
6834,SITTING
6835,SITTING
6836,SITTING
6837,SITTING
6838,SITTING
6839,SITTING
6840,SITTING
6841,SITTING
6842,SITTING
6843,SITTING
6844,SITTING
6845,SITTING
6846,SITTING
6847,SITTING
6848,SITTING
6849,SITTING
6850,SITTING
6851,SITTING
6852,SITTING
6853,SITTING
6854,SITTING
6855,SITTING
6856,SITTING
6857,SITTING
6858,SITTING
6859,SITTING
6860,SITTING
6861,SITTING
6862,SITTING
6863,SITTING
6864,SITTING
6865,LAYING
6866,LAYING
6867,LAYING
6868,LAYING
6869,LAYING
6870,LAYING
6871,LAYING
6872,LAYING
6873,LAYING
6874,LAYING
6875,LAYING
6876,LAYING
6877,LAYING
6878,LAYING
6879,LAYING
6880,LAYING
6881,LAYING
6882,LAYING
6883,LAYING
6884,LAYING
6885,LAYING
6886,LAYING
6887,LAYING
6888,LAYING
6889,LAYING
6890,LAYING
6891,LAYING
6892,LAYING
6893,LAYING
6894,WALKING
6895,WALKING
6896,WALKING
6897,WALKING
6898,WALKING
6899,WALKING
6900,WALKING
6901,WALKING
6902,WALKING
6903,WALKING
6904,WALKING
6905,WALKING
6906,WALKING
6907,WALKING
6908,WALKING
6909,WALKING
6910,WALKING
6911,WALKING
6912,WALKING
6913,WALKING
6914,WALKING
6915,WALKING
6916,WALKING
6917,WALKING
6918,WALKING
6919,WALKING
6920,WALKING
6921,WALKING_DOWNSTAIRS
6922,WALKING_DOWNSTAIRS
6923,WALKING_DOWNSTAIRS
6924,WALKING_DOWNSTAIRS
6925,WALKING_DOWNSTAIRS
6926,WALKING_DOWNSTAIRS
6927,WALKING_DOWNSTAIRS
6928,WALKING_DOWNSTAIRS
6929,WALKING_DOWNSTAIRS
6930,WALKING_DOWNSTAIRS
6931,WALKING_DOWNSTAIRS
6932,WALKING_DOWNSTAIRS
6933,WALKING_DOWNSTAIRS
6934,WALKING_DOWNSTAIRS
6935,WALKING_DOWNSTAIRS
6936,WALKING_DOWNSTAIRS
6937,WALKING_DOWNSTAIRS
6938,WALKING_DOWNSTAIRS
6939,WALKING_DOWNSTAIRS
6940,WALKING_DOWNSTAIRS
6941,WALKING_DOWNSTAIRS
6942,WALKING_DOWNSTAIRS
6943,WALKING_DOWNSTAIRS
6944,WALKING_DOWNSTAIRS
6945,WALKING_UPSTAIRS
6946,WALKING_UPSTAIRS
6947,WALKING_UPSTAIRS
6948,WALKING_UPSTAIRS
6949,WALKING_UPSTAIRS
6950,WALKING_UPSTAIRS
6951,WALKING_UPSTAIRS
6952,WALKING_UPSTAIRS
6953,WALKING_UPSTAIRS
6954,WALKING_UPSTAIRS
6955,WALKING_UPSTAIRS
6956,WALKING_UPSTAIRS
6957,WALKING_UPSTAIRS
6958,WALKING_UPSTAIRS
6959,WALKING_UPSTAIRS
6960,WALKING_UPSTAIRS
6961,WALKING_UPSTAIRS
6962,WALKING_UPSTAIRS
6963,WALKING_UPSTAIRS
6964,WALKING_UPSTAIRS
6965,WALKING_UPSTAIRS
6966,WALKING_UPSTAIRS
6967,WALKING_UPSTAIRS
6968,WALKING_UPSTAIRS
6969,STANDING
6970,STANDING
6971,STANDING
6972,STANDING
6973,STANDING
6974,STANDING
6975,STANDING
6976,STANDING
6977,STANDING
6978,STANDING
6979,STANDING
6980,STANDING
6981,STANDING
6982,STANDING
6983,STANDING
6984,STANDING
6985,STANDING
6986,STANDING
6987,STANDING
6988,STANDING
6989,STANDING
6990,STANDING
6991,STANDING
6992,STANDING
6993,STANDING
6994,STANDING
6995,STANDING
6996,SITTING
6997,SITTING
6998,SITTING
6999,SITTING
7000,SITTING
7001,SITTING
7002,SITTING
7003,SITTING
7004,SITTING
7005,SITTING
7006,SITTING
7007,SITTING
7008,SITTING
7009,SITTING
7010,SITTING
7011,SITTING
7012,SITTING
7013,SITTING
7014,SITTING
7015,SITTING
7016,SITTING
7017,SITTING
7018,SITTING
7019,SITTING
7020,SITTING
7021,SITTING
7022,SITTING
7023,SITTING
7024,SITTING
7025,SITTING
7026,SITTING
7027,SITTING
7028,LAYING
7029,LAYING
7030,LAYING
7031,LAYING
7032,LAYING
7033,LAYING
7034,LAYING
7035,LAYING
7036,LAYING
7037,LAYING
7038,LAYING
7039,LAYING
7040,LAYING
7041,LAYING
7042,LAYING
7043,LAYING
7044,LAYING
7045,LAYING
7046,LAYING
7047,LAYING
7048,LAYING
7049,LAYING
7050,LAYING
7051,LAYING
7052,LAYING
7053,LAYING
7054,LAYING
7055,LAYING
7056,LAYING
7057,LAYING
7058,LAYING
7059,LAYING
7060,LAYING
7061,LAYING
7062,LAYING
7063,LAYING
7064,LAYING
7065,LAYING
7066,WALKING
7067,WALKING
7068,WALKING
7069,WALKING
7070,WALKING
7071,WALKING
7072,WALKING
7073,WALKING
7074,WALKING
7075,WALKING
7076,WALKING
7077,WALKING
7078,WALKING
7079,WALKING
7080,WALKING
7081,WALKING
7082,WALKING
7083,WALKING
7084,WALKING
7085,WALKING
7086,WALKING
7087,WALKING
7088,WALKING
7089,WALKING
7090,WALKING
7091,WALKING
7092,WALKING
7093,WALKING
7094,WALKING
7095,WALKING
7096,WALKING
7097,WALKING
7098,WALKING
7099,WALKING_DOWNSTAIRS
7100,WALKING_DOWNSTAIRS
7101,WALKING_DOWNSTAIRS
7102,WALKING_DOWNSTAIRS
7103,WALKING_DOWNSTAIRS
7104,WALKING_DOWNSTAIRS
7105,WALKING_DOWNSTAIRS
7106,WALKING_DOWNSTAIRS
7107,WALKING_DOWNSTAIRS
7108,WALKING_DOWNSTAIRS
7109,WALKING_DOWNSTAIRS
7110,WALKING_DOWNSTAIRS
7111,WALKING_DOWNSTAIRS
7112,WALKING_DOWNSTAIRS
7113,WALKING_DOWNSTAIRS
7114,WALKING_DOWNSTAIRS
7115,WALKING_DOWNSTAIRS
7116,WALKING_DOWNSTAIRS
7117,WALKING_DOWNSTAIRS
7118,WALKING_DOWNSTAIRS
7119,WALKING_DOWNSTAIRS
7120,WALKING_DOWNSTAIRS
7121,WALKING_DOWNSTAIRS
7122,WALKING_UPSTAIRS
7123,WALKING_UPSTAIRS
7124,WALKING_UPSTAIRS
7125,WALKING_UPSTAIRS
7126,WALKING_UPSTAIRS
7127,WALKING_UPSTAIRS
7128,WALKING_UPSTAIRS
7129,WALKING_UPSTAIRS
7130,WALKING_UPSTAIRS
7131,WALKING_UPSTAIRS
7132,WALKING_UPSTAIRS
7133,WALKING_UPSTAIRS
7134,WALKING_UPSTAIRS
7135,WALKING_UPSTAIRS
7136,WALKING_UPSTAIRS
7137,WALKING_UPSTAIRS
7138,WALKING_UPSTAIRS
7139,WALKING_UPSTAIRS
7140,WALKING_UPSTAIRS
7141,WALKING_UPSTAIRS
7142,WALKING_UPSTAIRS
7143,WALKING_UPSTAIRS
7144,WALKING_UPSTAIRS
7145,WALKING_UPSTAIRS
7146,WALKING_DOWNSTAIRS
7147,WALKING_DOWNSTAIRS
7148,WALKING_DOWNSTAIRS
7149,WALKING_DOWNSTAIRS
7150,WALKING_DOWNSTAIRS
7151,WALKING_DOWNSTAIRS
7152,WALKING_DOWNSTAIRS
7153,WALKING_DOWNSTAIRS
7154,WALKING_DOWNSTAIRS
7155,WALKING_DOWNSTAIRS
7156,WALKING_DOWNSTAIRS
7157,WALKING_UPSTAIRS
7158,WALKING_UPSTAIRS
7159,WALKING_UPSTAIRS
7160,WALKING_UPSTAIRS
7161,WALKING_UPSTAIRS
7162,WALKING_UPSTAIRS
7163,WALKING_UPSTAIRS
7164,WALKING_UPSTAIRS
7165,WALKING_UPSTAIRS
7166,WALKING_UPSTAIRS
7167,WALKING_UPSTAIRS
7168,STANDING
7169,STANDING
7170,STANDING
7171,STANDING
7172,STANDING
7173,STANDING
7174,STANDING
7175,STANDING
7176,STANDING
7177,STANDING
7178,STANDING
7179,STANDING
7180,STANDING
7181,STANDING
7182,STANDING
7183,STANDING
7184,STANDING
7185,STANDING
7186,STANDING
7187,STANDING
7188,STANDING
7189,STANDING
7190,STANDING
7191,STANDING
7192,STANDING
7193,STANDING
7194,STANDING
7195,STANDING
7196,STANDING
7197,STANDING
7198,STANDING
7199,STANDING
7200,SITTING
7201,SITTING
7202,SITTING
7203,SITTING
7204,SITTING
7205,SITTING
7206,SITTING
7207,SITTING
7208,SITTING
7209,SITTING
7210,SITTING
7211,SITTING
7212,SITTING
7213,SITTING
7214,SITTING
7215,SITTING
7216,SITTING
7217,SITTING
7218,SITTING
7219,SITTING
7220,SITTING
7221,SITTING
7222,SITTING
7223,SITTING
7224,SITTING
7225,SITTING
7226,SITTING
7227,SITTING
7228,SITTING
7229,SITTING
7230,LAYING
7231,LAYING
7232,LAYING
7233,LAYING
7234,LAYING
7235,LAYING
7236,LAYING
7237,LAYING
7238,LAYING
7239,LAYING
7240,LAYING
7241,LAYING
7242,LAYING
7243,LAYING
7244,LAYING
7245,LAYING
7246,LAYING
7247,LAYING
7248,LAYING
7249,LAYING
7250,LAYING
7251,LAYING
7252,LAYING
7253,LAYING
7254,LAYING
7255,LAYING
7256,LAYING
7257,LAYING
7258,LAYING
7259,LAYING
7260,LAYING
7261,LAYING
7262,WALKING
7263,WALKING
7264,WALKING
7265,WALKING
7266,WALKING
7267,WALKING
7268,WALKING
7269,WALKING
7270,WALKING
7271,WALKING
7272,WALKING
7273,WALKING
7274,WALKING
7275,WALKING
7276,WALKING
7277,WALKING
7278,WALKING
7279,WALKING
7280,WALKING
7281,WALKING
7282,WALKING
7283,WALKING
7284,WALKING
7285,WALKING
7286,WALKING
7287,WALKING
7288,WALKING
7289,WALKING
7290,WALKING
7291,WALKING
7292,WALKING
7293,WALKING
7294,WALKING_DOWNSTAIRS
7295,WALKING_DOWNSTAIRS
7296,WALKING_DOWNSTAIRS
7297,WALKING_DOWNSTAIRS
7298,WALKING_DOWNSTAIRS
7299,WALKING_DOWNSTAIRS
7300,WALKING_DOWNSTAIRS
7301,WALKING_DOWNSTAIRS
7302,WALKING_DOWNSTAIRS
7303,WALKING_DOWNSTAIRS
7304,WALKING_DOWNSTAIRS
7305,WALKING_DOWNSTAIRS
7306,WALKING_DOWNSTAIRS
7307,WALKING_DOWNSTAIRS
7308,WALKING_DOWNSTAIRS
7309,WALKING_DOWNSTAIRS
7310,WALKING_DOWNSTAIRS
7311,WALKING_DOWNSTAIRS
7312,WALKING_DOWNSTAIRS
7313,WALKING_DOWNSTAIRS
7314,WALKING_DOWNSTAIRS
7315,WALKING_DOWNSTAIRS
7316,WALKING_DOWNSTAIRS
7317,WALKING_DOWNSTAIRS
7318,WALKING_DOWNSTAIRS
7319,WALKING_DOWNSTAIRS
7320,WALKING_DOWNSTAIRS
7321,WALKING_DOWNSTAIRS
7322,WALKING_UPSTAIRS
7323,WALKING_UPSTAIRS
7324,WALKING_UPSTAIRS
7325,WALKING_UPSTAIRS
7326,WALKING_UPSTAIRS
7327,WALKING_UPSTAIRS
7328,WALKING_UPSTAIRS
7329,WALKING_UPSTAIRS
7330,WALKING_UPSTAIRS
7331,WALKING_UPSTAIRS
7332,WALKING_UPSTAIRS
7333,WALKING_UPSTAIRS
7334,WALKING_UPSTAIRS
7335,WALKING_UPSTAIRS
7336,WALKING_UPSTAIRS
7337,WALKING_UPSTAIRS
7338,WALKING_UPSTAIRS
7339,WALKING_UPSTAIRS
7340,WALKING_UPSTAIRS
7341,WALKING_UPSTAIRS
7342,WALKING_UPSTAIRS
7343,WALKING_UPSTAIRS
7344,WALKING_UPSTAIRS
7345,WALKING_UPSTAIRS
7346,WALKING_UPSTAIRS
7347,WALKING_UPSTAIRS
7348,WALKING_UPSTAIRS
7349,WALKING_UPSTAIRS
7350,WALKING_UPSTAIRS
7351,WALKING_UPSTAIRS
0,STANDING
1,STANDING
2,STANDING
3,STANDING
4,STANDING
5,STANDING
6,STANDING
7,STANDING
8,STANDING
9,STANDING
10,STANDING
11,STANDING
12,STANDING
13,STANDING
14,STANDING
15,STANDING
16,STANDING
17,STANDING
18,STANDING
19,STANDING
20,STANDING
21,STANDING
22,STANDING
23,STANDING
24,STANDING
25,STANDING
26,STANDING
27,STANDING
28,STANDING
29,STANDING
30,STANDING
31,SITTING
32,SITTING
33,SITTING
34,SITTING
35,SITTING
36,SITTING
37,SITTING
38,SITTING
39,SITTING
40,SITTING
41,SITTING
42,SITTING
43,SITTING
44,SITTING
45,SITTING
46,SITTING
47,SITTING
48,SITTING
49,SITTING
50,SITTING
51,SITTING
52,SITTING
53,SITTING
54,SITTING
55,LAYING
56,LAYING
57,LAYING
58,LAYING
59,LAYING
60,LAYING
61,LAYING
62,LAYING
63,LAYING
64,LAYING
65,LAYING
66,LAYING
67,LAYING
68,LAYING
69,LAYING
70,LAYING
71,LAYING
72,LAYING
73,LAYING
74,LAYING
75,LAYING
76,LAYING
77,LAYING
78,LAYING
79,WALKING
80,WALKING
81,WALKING
82,WALKING
83,WALKING
84,WALKING
85,WALKING
86,WALKING
87,WALKING
88,WALKING
89,WALKING
90,WALKING
91,WALKING
92,WALKING
93,WALKING
94,WALKING
95,WALKING
96,WALKING
97,WALKING
98,WALKING
99,WALKING
100,WALKING
101,WALKING
102,WALKING
103,WALKING
104,WALKING
105,WALKING
106,WALKING
107,WALKING
108,WALKING
109,WALKING_DOWNSTAIRS
110,WALKING_DOWNSTAIRS
111,WALKING_DOWNSTAIRS
112,WALKING_DOWNSTAIRS
113,WALKING_DOWNSTAIRS
114,WALKING_DOWNSTAIRS
115,WALKING_DOWNSTAIRS
116,WALKING_DOWNSTAIRS
117,WALKING_DOWNSTAIRS
118,WALKING_DOWNSTAIRS
119,WALKING_DOWNSTAIRS
120,WALKING_DOWNSTAIRS
121,WALKING_DOWNSTAIRS
122,WALKING_DOWNSTAIRS
123,WALKING_DOWNSTAIRS
124,WALKING_DOWNSTAIRS
125,WALKING_DOWNSTAIRS
126,WALKING_DOWNSTAIRS
127,WALKING_DOWNSTAIRS
128,WALKING_DOWNSTAIRS
129,WALKING_DOWNSTAIRS
130,WALKING_DOWNSTAIRS
131,WALKING_DOWNSTAIRS
132,WALKING_DOWNSTAIRS
133,WALKING_UPSTAIRS
134,WALKING_UPSTAIRS
135,WALKING_UPSTAIRS
136,WALKING_UPSTAIRS
137,WALKING_UPSTAIRS
138,WALKING_UPSTAIRS
139,WALKING_UPSTAIRS
140,WALKING_UPSTAIRS
141,WALKING_UPSTAIRS
142,WALKING_UPSTAIRS
143,WALKING_UPSTAIRS
144,WALKING_UPSTAIRS
145,WALKING_UPSTAIRS
146,WALKING_UPSTAIRS
147,WALKING_UPSTAIRS
148,WALKING_UPSTAIRS
149,WALKING_UPSTAIRS
150,WALKING_UPSTAIRS
151,WALKING_UPSTAIRS
152,WALKING_UPSTAIRS
153,WALKING_UPSTAIRS
154,WALKING_UPSTAIRS
155,WALKING_UPSTAIRS
156,WALKING_UPSTAIRS
157,WALKING_UPSTAIRS
158,STANDING
159,STANDING
160,STANDING
161,STANDING
162,STANDING
163,STANDING
164,STANDING
165,STANDING
166,STANDING
167,STANDING
168,STANDING
169,STANDING
170,STANDING
171,STANDING
172,STANDING
173,STANDING
174,STANDING
175,STANDING
176,STANDING
177,STANDING
178,STANDING
179,STANDING
180,STANDING
181,SITTING
182,SITTING
183,SITTING
184,SITTING
185,SITTING
186,SITTING
187,SITTING
188,SITTING
189,SITTING
190,SITTING
191,SITTING
192,SITTING
193,SITTING
194,SITTING
195,SITTING
196,SITTING
197,SITTING
198,SITTING
199,SITTING
200,SITTING
201,SITTING
202,SITTING
203,LAYING
204,LAYING
205,LAYING
206,LAYING
207,LAYING
208,LAYING
209,LAYING
210,LAYING
211,LAYING
212,LAYING
213,LAYING
214,LAYING
215,LAYING
216,LAYING
217,LAYING
218,LAYING
219,LAYING
220,LAYING
221,LAYING
222,LAYING
223,LAYING
224,LAYING
225,LAYING
226,LAYING
227,WALKING
228,WALKING
229,WALKING
230,WALKING
231,WALKING
232,WALKING
233,WALKING
234,WALKING
235,WALKING
236,WALKING
237,WALKING
238,WALKING
239,WALKING
240,WALKING
241,WALKING
242,WALKING
243,WALKING
244,WALKING
245,WALKING
246,WALKING
247,WALKING
248,WALKING
249,WALKING
250,WALKING
251,WALKING
252,WALKING
253,WALKING
254,WALKING
255,WALKING
256,WALKING_DOWNSTAIRS
257,WALKING_DOWNSTAIRS
258,WALKING_DOWNSTAIRS
259,WALKING_DOWNSTAIRS
260,WALKING_DOWNSTAIRS
261,WALKING_DOWNSTAIRS
262,WALKING_DOWNSTAIRS
263,WALKING_DOWNSTAIRS
264,WALKING_DOWNSTAIRS
265,WALKING_DOWNSTAIRS
266,WALKING_DOWNSTAIRS
267,WALKING_DOWNSTAIRS
268,WALKING_DOWNSTAIRS
269,WALKING_DOWNSTAIRS
270,WALKING_DOWNSTAIRS
271,WALKING_DOWNSTAIRS
272,WALKING_DOWNSTAIRS
273,WALKING_DOWNSTAIRS
274,WALKING_DOWNSTAIRS
275,WALKING_DOWNSTAIRS
276,WALKING_DOWNSTAIRS
277,WALKING_DOWNSTAIRS
278,WALKING_DOWNSTAIRS
279,WALKING_UPSTAIRS
280,WALKING_UPSTAIRS
281,WALKING_UPSTAIRS
282,WALKING_UPSTAIRS
283,WALKING_UPSTAIRS
284,WALKING_UPSTAIRS
285,WALKING_UPSTAIRS
286,WALKING_UPSTAIRS
287,WALKING_UPSTAIRS
288,WALKING_UPSTAIRS
289,WALKING_UPSTAIRS
290,WALKING_UPSTAIRS
291,WALKING_UPSTAIRS
292,WALKING_UPSTAIRS
293,WALKING_UPSTAIRS
294,WALKING_UPSTAIRS
295,WALKING_UPSTAIRS
296,WALKING_UPSTAIRS
297,WALKING_UPSTAIRS
298,WALKING_UPSTAIRS
299,WALKING_UPSTAIRS
300,WALKING_UPSTAIRS
301,WALKING_UPSTAIRS
302,STANDING
303,STANDING
304,STANDING
305,STANDING
306,STANDING
307,STANDING
308,STANDING
309,STANDING
310,STANDING
311,STANDING
312,STANDING
313,STANDING
314,STANDING
315,STANDING
316,STANDING
317,STANDING
318,STANDING
319,STANDING
320,STANDING
321,STANDING
322,STANDING
323,STANDING
324,STANDING
325,STANDING
326,STANDING
327,STANDING
328,STANDING
329,STANDING
330,SITTING
331,SITTING
332,SITTING
333,SITTING
334,SITTING
335,SITTING
336,SITTING
337,SITTING
338,SITTING
339,SITTING
340,SITTING
341,SITTING
342,SITTING
343,SITTING
344,SITTING
345,SITTING
346,SITTING
347,SITTING
348,SITTING
349,SITTING
350,SITTING
351,SITTING
352,SITTING
353,SITTING
354,LAYING
355,LAYING
356,LAYING
357,LAYING
358,LAYING
359,LAYING
360,LAYING
361,LAYING
362,LAYING
363,LAYING
364,LAYING
365,LAYING
366,LAYING
367,LAYING
368,LAYING
369,LAYING
370,LAYING
371,LAYING
372,LAYING
373,LAYING
374,LAYING
375,LAYING
376,LAYING
377,LAYING
378,LAYING
379,LAYING
380,LAYING
381,LAYING
382,LAYING
383,LAYING
384,WALKING
385,WALKING
386,WALKING
387,WALKING
388,WALKING
389,WALKING
390,WALKING
391,WALKING
392,WALKING
393,WALKING
394,WALKING
395,WALKING
396,WALKING
397,WALKING
398,WALKING
399,WALKING
400,WALKING
401,WALKING
402,WALKING
403,WALKING
404,WALKING
405,WALKING
406,WALKING
407,WALKING
408,WALKING
409,WALKING
410,WALKING
411,WALKING
412,WALKING
413,WALKING
414,WALKING
415,WALKING_DOWNSTAIRS
416,WALKING_DOWNSTAIRS
417,WALKING_DOWNSTAIRS
418,WALKING_DOWNSTAIRS
419,WALKING_DOWNSTAIRS
420,WALKING_DOWNSTAIRS
421,WALKING_DOWNSTAIRS
422,WALKING_DOWNSTAIRS
423,WALKING_DOWNSTAIRS
424,WALKING_DOWNSTAIRS
425,WALKING_DOWNSTAIRS
426,WALKING_DOWNSTAIRS
427,WALKING_DOWNSTAIRS
428,WALKING_DOWNSTAIRS
429,WALKING_DOWNSTAIRS
430,WALKING_DOWNSTAIRS
431,WALKING_DOWNSTAIRS
432,WALKING_DOWNSTAIRS
433,WALKING_DOWNSTAIRS
434,WALKING_DOWNSTAIRS
435,WALKING_DOWNSTAIRS
436,WALKING_DOWNSTAIRS
437,WALKING_DOWNSTAIRS
438,WALKING_UPSTAIRS
439,WALKING_UPSTAIRS
440,WALKING_UPSTAIRS
441,WALKING_UPSTAIRS
442,WALKING_UPSTAIRS
443,WALKING_UPSTAIRS
444,WALKING_UPSTAIRS
445,WALKING_UPSTAIRS
446,WALKING_UPSTAIRS
447,WALKING_UPSTAIRS
448,WALKING_UPSTAIRS
449,WALKING_UPSTAIRS
450,WALKING_UPSTAIRS
451,WALKING_UPSTAIRS
452,WALKING_UPSTAIRS
453,WALKING_UPSTAIRS
454,WALKING_UPSTAIRS
455,WALKING_UPSTAIRS
456,WALKING_UPSTAIRS
457,WALKING_UPSTAIRS
458,WALKING_UPSTAIRS
459,WALKING_UPSTAIRS
460,WALKING_UPSTAIRS
461,WALKING_UPSTAIRS
462,WALKING_UPSTAIRS
463,WALKING_UPSTAIRS
464,WALKING_UPSTAIRS
465,WALKING_UPSTAIRS
466,STANDING
467,STANDING
468,STANDING
469,STANDING
470,STANDING
471,STANDING
472,STANDING
473,STANDING
474,STANDING
475,STANDING
476,STANDING
477,STANDING
478,STANDING
479,STANDING
480,STANDING
481,STANDING
482,STANDING
483,STANDING
484,STANDING
485,STANDING
486,STANDING
487,STANDING
488,STANDING
489,STANDING
490,STANDING
491,STANDING
492,STANDING
493,STANDING
494,SITTING
495,SITTING
496,SITTING
497,SITTING
498,SITTING
499,SITTING
500,SITTING
501,SITTING
502,SITTING
503,SITTING
504,SITTING
505,SITTING
506,SITTING
507,SITTING
508,SITTING
509,SITTING
510,SITTING
511,SITTING
512,SITTING
513,SITTING
514,SITTING
515,SITTING
516,SITTING
517,SITTING
518,SITTING
519,SITTING
520,LAYING
521,LAYING
522,LAYING
523,LAYING
524,LAYING
525,LAYING
526,LAYING
527,LAYING
528,LAYING
529,LAYING
530,LAYING
531,LAYING
532,LAYING
533,LAYING
534,LAYING
535,LAYING
536,LAYING
537,LAYING
538,LAYING
539,LAYING
540,LAYING
541,LAYING
542,LAYING
543,LAYING
544,WALKING
545,WALKING
546,WALKING
547,WALKING
548,WALKING
549,WALKING
550,WALKING
551,WALKING
552,WALKING
553,WALKING
554,WALKING
555,WALKING
556,WALKING
557,WALKING
558,WALKING
559,WALKING
560,WALKING
561,WALKING
562,WALKING
563,WALKING
564,WALKING
565,WALKING
566,WALKING
567,WALKING
568,WALKING
569,WALKING
570,WALKING
571,WALKING
572,WALKING
573,WALKING_DOWNSTAIRS
574,WALKING_DOWNSTAIRS
575,WALKING_DOWNSTAIRS
576,WALKING_DOWNSTAIRS
577,WALKING_DOWNSTAIRS
578,WALKING_DOWNSTAIRS
579,WALKING_DOWNSTAIRS
580,WALKING_DOWNSTAIRS
